chembl_id,assay_type,molregno_num,confidence_score
CHEMBL869687,F,113,9
CHEMBL869688,F,113,9
CHEMBL869689,F,113,9
CHEMBL869011,B,113,9
CHEMBL869012,B,109,9
CHEMBL869013,B,109,9
CHEMBL858907,B,43,9
CHEMBL861652,B,34,9
CHEMBL861653,B,33,9
CHEMBL861890,F,48,9
CHEMBL861891,F,50,9
CHEMBL863065,B,33,9
CHEMBL863072,F,43,9
CHEMBL865082,B,50,9
CHEMBL861973,B,56,9
CHEMBL861974,B,56,9
CHEMBL861975,B,56,9
CHEMBL861976,B,56,9
CHEMBL861977,B,56,9
CHEMBL866909,B,39,9
CHEMBL853149,B,35,9
CHEMBL853150,F,35,9
CHEMBL870112,B,34,9
CHEMBL853168,B,34,9
CHEMBL870114,B,34,9
CHEMBL870115,B,34,9
CHEMBL870116,B,34,9
CHEMBL870118,B,34,9
CHEMBL870120,B,34,9
CHEMBL870121,B,34,9
CHEMBL870124,B,77,9
CHEMBL853187,B,57,9
CHEMBL853189,B,58,9
CHEMBL853192,B,47,9
CHEMBL870864,B,36,9
CHEMBL867558,B,48,9
CHEMBL871314,B,70,9
CHEMBL854264,B,42,9
CHEMBL868169,B,46,9
CHEMBL871202,B,35,9
CHEMBL869334,B,40,9
CHEMBL859181,B,52,9
CHEMBL859182,F,52,9
CHEMBL863103,B,33,9
CHEMBL871248,B,56,9
CHEMBL866344,B,35,9
CHEMBL866345,B,35,9
CHEMBL871249,B,55,9
CHEMBL853239,F,62,9
CHEMBL860181,B,62,9
CHEMBL860184,B,56,9
CHEMBL853234,B,56,9
CHEMBL853236,B,56,9
